"","USAcountry","description","year","consumption"
"10964","Nauru","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2004",""
"10965","Nauru","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2005","5.68"
"10966","Nauru","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2006",""
"10967","Nauru","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2007",""
"10968","Nauru","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2008",""
"10969","Nauru","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2009",""
"10970","Nauru","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2010","9.55"
"10971","Nauru","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2011",""
"10972","Nauru","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2012",""
"11023","New Zealand","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2002",""
"11024","New Zealand","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2003",""
"11025","New Zealand","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2004",""
"11026","New Zealand","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2005","16.91"
"11027","New Zealand","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2006",""
"11028","New Zealand","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2007",""
"11029","New Zealand","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2008",""
"11030","New Zealand","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2009",""
"11031","New Zealand","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2010","17.47"
"11032","New Zealand","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2011",""
"11033","New Zealand","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2012",""
"11084","OECD members","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2002",""
"11085","OECD members","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2003",""
"11086","OECD members","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2004",""
"11087","OECD members","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2005","15.2517386394617"
"11088","OECD members","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2006",""
"11089","OECD members","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2007",""
"11090","OECD members","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2008",""
"11091","OECD members","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2009",""
"11092","OECD members","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2010","14.1683989823097"
"11093","OECD members","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2011",""
"11094","OECD members","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2012",""
"11145","Oman","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2002",""
"11146","Oman","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2003",""
"11147","Oman","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2004",""
"11148","Oman","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2005","2.33"
"11149","Oman","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2006",""
"11150","Oman","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2007",""
"11151","Oman","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2008",""
"11152","Oman","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2009",""
"11153","Oman","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2010","1.03"
"11154","Oman","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2011",""
"11155","Oman","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2012",""
"11206","Other small states","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2002",""
"11207","Other small states","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2003",""
"11208","Other small states","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2004",""
"11209","Other small states","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2005","9.44340329555008"
"11210","Other small states","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2006",""
"11211","Other small states","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2007",""
"11212","Other small states","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2008",""
"11213","Other small states","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2009",""
"11214","Other small states","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2010","8.33007505622842"
"11215","Other small states","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2011",""
"11216","Other small states","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2012",""
"11267","Pakistan","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2002",""
"11268","Pakistan","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2003",""
"11269","Pakistan","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2004",""
"11270","Pakistan","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2005","0.26"
"11271","Pakistan","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2006",""
"11272","Pakistan","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2007",""
"11273","Pakistan","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2008",""
"11274","Pakistan","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2009",""
"11275","Pakistan","Total alcohol consumption per capita, male (liters of pure alcohol, projected estimates, male 15+ years of age)","2010","0.31"
